Brand,Profile Template,Category
Uncle Arnie's,Uncle Arnie's - Watermelon Wave 7.5oz 10mg,Drinks
Uncle Arnie's,Uncle Arnie's - Zen Green Tea 7.5oz 10mg,Drinks
Uncle Arnie's,Uncle Arnie's - Grape Soda 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Iced Tea Lemonade 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Orange Soda 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Strawberry Soda 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Sweet Peach Iced Tea 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Smacking Apple 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Watermelon Wave 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Pineapple Paradise 12oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Iced Tea Lemonade 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Pineapple Paradise 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Smacking Apple 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Sweet Peach Iced Tea 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Watermelon Wave 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Blackberry Lemonade Live Resin 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Pacific Surge Live Resin 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Raspberry Lemonade Live Resin 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Tropical Twist Live Resin 8oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Blueberry Night Cap 4:1 THC:CBN 2oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Magic Mango 2oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Strawberry Kiwi 2oz 100mg,Drinks
Uncle Arnie's,Uncle Arnie's - Sunrise Orange with Caffeine 2oz 100mg,Drinks
Vet CBD,Vet CBD - 20:1 Regular Strength Tincture 1oz 6.25mg,Tincture
Vet CBD,Vet CBD - 20:1 Regular Strength Tincture 2oz 12.5mg,Tincture
Vet CBD,Vet CBD - 20:1 Regular Strength Tincture 2oz 25mg,Tincture
Vet CBD,Vet CBD - 10:1 Extra Strength Tincture 2oz 25mg,Tincture
Vet CBD,Vet CBD - 10:1 Extra Strength Tincture 2oz 50mg,Tincture
Wave Riders,Wave Riders - STRAIN Preroll 1g,Preroll
West Coast Cure,West Coast Cure - STRAIN Tier 1 Rosin Cold Cure Badder 1g,Extract
West Coast Cure,West Coast Cure - STRAIN Tier 2 Rosin Cold Cure Badder 1g,Extract
West Coast Cure,West Coast Cure - STRAIN Tier 3 Rosin Cold Cure Badder 1g,Extract
West Coast Cure,West Coast Cure - STRAIN Live Resin Diamonds 1g,Extract
West Coast Cure,West Coast Cure - STRAIN Resin Sauce 1g,Extract
West Coast Cure,West Coast Cure - STRAIN Live Resin Badder 1g,Extract
West Coast Cure,West Coast Cure - STRAIN Live Resin Sugar 1g,Extract
West Coast Cure,West Coast Cure - STRAIN Jefferey Infused Preroll 1.2g,Preroll
West Coast Cure,West Coast Cure - Balanced AF Jefferey Infused Preroll 3pk 3.6g,Preroll
West Coast Cure,West Coast Cure - Chill TF Out Jefferey Infused Preroll 3pk 3.6g,Preroll
West Coast Cure,West Coast Cure - Wake Yo Ass Up Jefferey Infused Preroll 3pk 3.6g,Preroll
West Coast Cure,West Coast Cure - Watcha Ma-Call-It Jefferey Infused Preroll 3pk 3.6g,Preroll
West Coast Cure,West Coast Cure - STRAIN Jefferey Infused Preroll 5pk 3.25g,Preroll
West Coast Cure,West Coast Cure - STRAIN Preroll 1g,Preroll
West Coast Cure,West Coast Cure - CUREjoint All Day Pack 3pk 3g,Preroll
West Coast Cure,West Coast Cure - CUREjoint Around The World 3pk 3g,Preroll
West Coast Cure,West Coast Cure - CUREjoint Cookie Platter 3pk 3g,Preroll
West Coast Cure,West Coast Cure - CUREjoint Creative Pack 3pk 3g,Preroll
West Coast Cure,West Coast Cure - CUREjoint Exotic Pack 3pk 3g,Preroll
West Coast Cure,West Coast Cure - CUREjoint Gas Pack 3pk 3g,Preroll
West Coast Cure,West Coast Cure - STRAIN Mini Preroll 6pk 2.1g,Preroll
West Coast Cure,West Coast Cure - STRAIN CUREpen 1g,Vape
West Coast Cure,West Coast Cure - STRAIN Live Resin CUREpen 1g,Vape
West Coast Cure,West Coast Cure - STRAIN CUREbar 1g,Vape
West Coast Cure,West Coast Cure - STRAIN Live Resin CUREbar 1g,Vape
West Coast Cure,West Coast Cure - STRAIN Top Shelf 3.5g,Flower
West Coast Cure,West Coast Cure - STRAIN Headstash 3.5g,Flower
West Coast Cure,West Coast Cure - STRAIN 7g,Flower
West Coast Cure,West Coast Cure - STRAIN Premium Bag 3.5g,Flower
WVY,WVY - STRAIN Budder 1g,Extract
Wyld,Wyld - Huckleberry Hybrid Gummies 100mg,Gummies
Wyld,Wyld - Marionberry Indica Gummies 100mg,Gummies
Wyld,Wyld - Raspberry Sativa Gummies 100mg,Gummies
Wyld,Wyld - Sour Apple Gummies 100mg,Gummies
Wyld,Wyld - Sour Cherry Gummies 100mg,Gummies
Wyld,Wyld - Sour Tangerine Gummies 100mg,Gummies
Wyld,Wyld - Blood Orange 1:1 THC:CBC Gummies 100mg,Gummies
Wyld,Wyld - Boysenberry 1:1:1 THC:CBD:CBN Gummies 100mg,Gummies
Wyld,Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,Gummies
Wyld,Wyld - Grapefruit Gummies 1:1:1 THC:CBC:CBG 100mg,Gummies
Wyld,Wyld - Peach 2:1 CBD:THC Gummies 100mg,Gummies
Wyld,Wyld - Pear 1:1 THC:CBG Gummies 100mg,Gummies
Wyld,Wyld - Pomegranate 1:1 Gummies 100mg,Gummies
Wyld,Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,Gummies
Yummi Karma,Yummi Karma - Love Potion 6:3:1 CBD:THC:CBG Tincture 180mg,Tincture
Yummi Karma,Yummi Karma - Drift Away Tincture 300mg,Tincture
Yummi Karma,Yummi Karma - Mood Magic Tincture 300mg,Tincture
Yummi Karma,Yummi Karma - Stay Lifted Tincture 300mg,Tincture
Yummi Karma,Yummi Karma - Beauty Sleep CBD Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Blue Raspberry Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Birthday Cake Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Cherry Pie Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Cotton Candy Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Root Beer Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Strawberry Lemonade Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Lights Out Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Wicked Apple Tincture 1000mg,Tincture
Yummi Karma,Yummi Karma - Just Peachy 30:1 CBD Tincture 1030mg,Tincture
Yummi Karma,Yummi Karma - Watermelon Tincture 1:1 2000mg,Tincture
Zig-Zag,"Zig-Zag - Hemp Green Metal Rolling Tray 10.75"" x 6.5""",Accessories
